Date,percent
8/24/2012,91.77848493
8/25/2012,91.93275681
8/26/2012,91.87876858
8/27/2012,91.61652023
8/28/2012,91.14601177
8/29/2012,90.46724319
8/30/2012,89.5802145
8/31/2012,88.48492569
9/1/2012,87.50225447
9/2/2012,86.63220085
9/3/2012,85.87476482
9/4/2012,85.22994638
9/5/2012,84.69774553
9/6/2012,84.27816227
9/7/2012,83.9711966
9/8/2012,83.87044349
9/9/2012,83.97590292
9/10/2012,84.2875749
9/11/2012,84.80545943
9/12/2012,85.52955651
9/13/2012,86.45986614
9/14/2012,87.59638832
9/15/2012,88.46966614
9/16/2012,89.07969961
9/17/2012,89.42648872
9/18/2012,89.51003346
9/19/2012,89.33033386
9/20/2012,88.88738989
9/21/2012,88.18120157
9/22/2012,87.64218367
9/23/2012,87.2703362
9/24/2012,87.06565915
9/25/2012,87.02815253
9/26/2012,87.15781633
9/27/2012,87.45465055
9/28/2012,87.9186552
9/29/2012,88.2438262
9/30/2012,88.43016356
10/1/2012,88.47766728
10/2/2012,88.38633736
10/3/2012,88.1561738
10/4/2012,87.78717659
10/5/2012,87.27934575
10/6/2012,86.88953325
10/7/2012,86.6177391
10/8/2012,86.4639633
10/9/2012,86.42820585
10/10/2012,86.51046675
10/11/2012,86.710746
10/12/2012,87.0290436
10/13/2012,87.27434915
10/14/2012,87.44666265
10/15/2012,87.5459841
10/16/2012,87.5723135
10/17/2012,87.52565085
10/18/2012,87.40599615
10/19/2012,87.21334941
10/20/2012,87.09127651
10/21/2012,87.03977748
10/22/2012,87.05885229
10/23/2012,87.14850096
10/24/2012,87.30872349
10/25/2012,87.53951986
10/26/2012,87.8408901
10/27/2012,88.01163523
10/28/2012,88.05175527
10/29/2012,87.9612502
10/30/2012,87.74012003
10/31/2012,87.38836477
11/1/2012,86.90598441
11/2/2012,86.29297894
11/3/2012,85.79822816
11/4/2012,85.42173206
11/5/2012,85.16349064
11/6/2012,85.0235039
11/7/2012,85.00177184
11/8/2012,85.09829447
11/9/2012,85.31307177
11/10/2012,85.53317361
11/11/2012,85.7586
11/12/2012,85.98935092
11/13/2012,86.22542638
11/14/2012,86.46682639
11/15/2012,86.71355093
11/16/2012,86.96560001
11/17/2012,87.18993068
11/18/2012,87.38654295
11/19/2012,87.55543681
11/20/2012,87.69661227
11/21/2012,87.81006932
11/22/2012,87.89580796
11/23/2012,87.9538282
11/24/2012,88.07086232
11/25/2012,88.24691033
11/26/2012,88.48197223
11/27/2012,88.77604801
11/28/2012,89.12913768
11/29/2012,89.54124123
11/30/2012,90.01235867
12/1/2012,90.38026223
12/2/2012,90.64495192
12/3/2012,90.80642774
12/4/2012,90.86468969
12/5/2012,90.81973777
12/6/2012,90.67157197
12/7/2012,90.4201923
12/8/2012,90.26055597
12/9/2012,90.19266298
12/10/2012,90.21651332
