time,value
11/24/2010,74.95026367
11/25/2010,74.94465364
11/26/2010,74.93714278
11/27/2010,74.92773107
11/28/2010,74.91641852
11/29/2010,74.90320513
11/30/2010,74.8880909
12/1/2010,74.87107582
12/2/2010,74.85583669
12/3/2010,74.84237349
12/4/2010,74.83068623
12/5/2010,74.82077492
12/6/2010,74.81263954
12/7/2010,74.8062801
12/8/2010,74.8016966
12/9/2010,74.79888904
12/10/2010,74.79785742
12/11/2010,74.79860174
12/12/2010,74.801122
12/13/2010,74.80541819
12/14/2010,74.81149033
12/15/2010,74.81933841
12/16/2010,74.82896242
12/17/2010,74.84036238
12/18/2010,74.85353827
12/19/2010,74.86849011
12/20/2010,74.88521788
12/21/2010,74.90372159
12/22/2010,74.92400125
12/23/2010,74.94605684
12/24/2010,74.96988837
12/25/2010,74.99549584
12/26/2010,75.02287925
12/27/2010,75.0520386
12/28/2010,75.08297389
12/29/2010,75.11568512
12/30/2010,75.15017229
12/31/2010,75.18643539
1/1/2011,75.22447444
1/2/2011,75.25985686
1/3/2011,75.29258265
1/4/2011,75.32265182
1/5/2011,75.35006437
1/6/2011,75.37482028
1/7/2011,75.39691958
1/8/2011,75.41636224
1/9/2011,75.43314828
1/10/2011,75.44727769
1/11/2011,75.45875048
1/12/2011,75.46756664
1/13/2011,75.47372618
1/14/2011,75.47722909
1/15/2011,75.47807538
1/16/2011,75.47626503
1/17/2011,75.47179807
1/18/2011,75.46467447
1/19/2011,75.45489426
1/20/2011,75.44245741
1/21/2011,75.42736394
1/22/2011,75.40961384
1/23/2011,75.38920712
1/24/2011,75.36614377
1/25/2011,75.3404238
1/26/2011,75.3120472
1/27/2011,75.28101397
1/28/2011,75.24732412
1/29/2011,75.21097764
1/30/2011,75.17197454
1/31/2011,75.13031481
2/1/2011,75.08599845
2/2/2011,75.04162288
2/3/2011,74.9971881
2/4/2011,74.95269409
2/5/2011,74.90814088
2/6/2011,74.86352844
2/7/2011,74.81885679
2/8/2011,74.77412593
2/9/2011,74.72933585
2/10/2011,74.68448655
2/11/2011,74.63957804
2/12/2011,74.59461031
2/13/2011,74.54958336
2/14/2011,74.5044972
2/15/2011,74.45935183
2/16/2011,74.41414723
2/17/2011,74.36888343
2/18/2011,74.3235604
2/19/2011,74.27817816
2/20/2011,74.23273671
2/21/2011,74.18723604
2/22/2011,74.14167615
2/23/2011,74.09605705
2/24/2011,74.05037873
2/25/2011,74.00464119
2/26/2011,73.95884444
2/27/2011,73.91298848
2/28/2011,73.8670733
3/1/2011,73.8210989
3/2/2011,73.77736523
3/3/2011,73.7358723
3/4/2011,73.6966201
3/5/2011,73.65960862
3/6/2011,73.62483788
3/7/2011,73.59230788
3/8/2011,73.5620186
3/9/2011,73.53397006
3/10/2011,73.50816224
3/11/2011,73.48459516
3/12/2011,73.46326881
3/13/2011,73.4441832
3/14/2011,73.42733831
3/15/2011,73.41273416
3/16/2011,73.40037073
3/17/2011,73.39024804
3/18/2011,73.38236608
3/19/2011,73.37672486
3/20/2011,73.37332436
3/21/2011,73.3721646
3/22/2011,73.37324556
3/23/2011,73.37656726
3/24/2011,73.38212969
3/25/2011,73.38993285
3/26/2011,73.39997675
3/27/2011,73.41226137
3/28/2011,73.42678673
3/29/2011,73.44355282
3/30/2011,73.46255964
3/31/2011,73.48380719
4/1/2011,73.50729548
4/2/2011,73.52812831
4/3/2011,73.54630568
4/4/2011,73.5618276
4/5/2011,73.57469407
4/6/2011,73.58490508
4/7/2011,73.59246064
4/8/2011,73.59736074
4/9/2011,73.59960539
4/10/2011,73.59919458
4/11/2011,73.59612832
4/12/2011,73.59040661
4/13/2011,73.58202944
4/14/2011,73.57099681
4/15/2011,73.55730873
4/16/2011,73.5409652
4/17/2011,73.52196621
4/18/2011,73.50031177
4/19/2011,73.47600187
4/20/2011,73.44903652
4/21/2011,73.41941572
4/22/2011,73.38713946
4/23/2011,73.35220774
4/24/2011,73.31462058
4/25/2011,73.27437795
4/26/2011,73.23147987
4/27/2011,73.18592634
4/28/2011,73.13771735
4/29/2011,73.08685291
4/30/2011,73.03333302
5/1/2011,72.97715767
5/2/2011,72.92445402
5/3/2011,72.87522208
5/4/2011,72.82946184
5/5/2011,72.7871733
5/6/2011,72.74835647
5/7/2011,72.71301134
5/8/2011,72.68113792
5/9/2011,72.6527362
5/10/2011,72.62780618
5/11/2011,72.60634787
5/12/2011,72.58836126
5/13/2011,72.57384635
5/14/2011,72.56280315
5/15/2011,72.55523165
5/16/2011,72.55113185
5/17/2011,72.55050376
5/18/2011,72.55334737
5/19/2011,72.55966269
5/20/2011,72.56944971
5/21/2011,72.58270843
5/22/2011,72.59943886
5/23/2011,72.61964099
5/24/2011,72.64331482
5/25/2011,72.67046036
5/26/2011,72.7010776
5/27/2011,72.73516655
5/28/2011,72.7727272
5/29/2011,72.81375955
5/30/2011,72.8582636
5/31/2011,72.90623936
6/1/2011,72.95768683
6/2/2011,73.00717428
6/3/2011,73.05470172
6/4/2011,73.10026915
6/5/2011,73.14387657
6/6/2011,73.18552397
6/7/2011,73.22521137
6/8/2011,73.26293875
6/9/2011,73.29870612
6/10/2011,73.33251348
6/11/2011,73.36436083
6/12/2011,73.39424817
6/13/2011,73.4221755
6/14/2011,73.44814281
6/15/2011,73.47215011
6/16/2011,73.49419741
6/17/2011,73.51428469
6/18/2011,73.53241195
6/19/2011,73.54857921
6/20/2011,73.56278646
6/21/2011,73.57503369
6/22/2011,73.58532092
6/23/2011,73.59364813
6/24/2011,73.60001533
6/25/2011,73.60442252
6/26/2011,73.6068697
6/27/2011,73.60735686
6/28/2011,73.60588402
6/29/2011,73.60245116
6/30/2011,73.59705829
7/1/2011,73.58970542
7/2/2011,73.58385621
7/3/2011,73.57951068
7/4/2011,73.57666882
7/5/2011,73.57533063
7/6/2011,73.57549612
7/7/2011,73.57716529
7/8/2011,73.58033812
7/9/2011,73.58501463
7/10/2011,73.59119481
7/11/2011,73.59887867
7/12/2011,73.6080662
7/13/2011,73.6187574
7/14/2011,73.63095228
7/15/2011,73.64465083
7/16/2011,73.65985306
7/17/2011,73.67655895
7/18/2011,73.69476853
7/19/2011,73.71448177
7/20/2011,73.73569869
7/21/2011,73.75841928
7/22/2011,73.78264355
7/23/2011,73.80837149
7/24/2011,73.8356031
7/25/2011,73.86433839
7/26/2011,73.89457735
7/27/2011,73.92631998
7/28/2011,73.95956629
7/29/2011,73.99431627
7/30/2011,74.03056993
7/31/2011,74.06832725
8/1/2011,74.10758826
8/2/2011,74.14424611
8/3/2011,74.17830082
8/4/2011,74.20975239
8/5/2011,74.23860081
8/6/2011,74.26484608
8/7/2011,74.28848821
8/8/2011,74.30952719
8/9/2011,74.32796303
8/10/2011,74.34379572
8/11/2011,74.35702527
8/12/2011,74.36765167
8/13/2011,74.37567493
8/14/2011,74.38109504
8/15/2011,74.383912
8/16/2011,74.38412582
8/17/2011,74.38173649
8/18/2011,74.37674402
8/19/2011,74.3691484
8/20/2011,74.35894964
8/21/2011,74.34614773
8/22/2011,74.33074268
8/23/2011,74.31273448
8/24/2011,74.29212313
8/25/2011,74.26890864
8/26/2011,74.24309101
8/27/2011,74.21467022
8/28/2011,74.1836463
8/29/2011,74.15001922
8/30/2011,74.11378901
8/31/2011,74.07495564
9/1/2011,74.03351913
9/2/2011,73.99433386
9/3/2011,73.95739982
9/4/2011,73.92271702
9/5/2011,73.89028546
9/6/2011,73.86010513
9/7/2011,73.83217604
9/8/2011,73.80649818
9/9/2011,73.78307157
9/10/2011,73.76189618
9/11/2011,73.74297204
9/12/2011,73.72629913
9/13/2011,73.71187746
9/14/2011,73.69970702
9/15/2011,73.68978782
9/16/2011,73.68211986
9/17/2011,73.67670313
9/18/2011,73.67353764
9/19/2011,73.67262339
9/20/2011,73.67396037
9/21/2011,73.67754859
9/22/2011,73.68338804
9/23/2011,73.69147874
9/24/2011,73.70182066
9/25/2011,73.71441383
9/26/2011,73.72925823
9/27/2011,73.74635387
9/28/2011,73.76570074
9/29/2011,73.78729885
9/30/2011,73.8111482
10/1/2011,73.83724878
10/2/2011,73.86360713
10/3/2011,73.89022324
10/4/2011,73.91709712
10/5/2011,73.94422877
10/6/2011,73.97161818
10/7/2011,73.99926535
10/8/2011,74.02717029
10/9/2011,74.055333
10/10/2011,74.08375347
10/11/2011,74.11243171
10/12/2011,74.14136771
10/13/2011,74.17056148
10/14/2011,74.20001302
10/15/2011,74.22972231
10/16/2011,74.25968938
10/17/2011,74.28991421
10/18/2011,74.32039681
10/19/2011,74.35113717
10/20/2011,74.3821353
10/21/2011,74.41339119
10/22/2011,74.44490485
10/23/2011,74.47667627
10/24/2011,74.50870546
10/25/2011,74.54099241
10/26/2011,74.57353713
10/27/2011,74.60633962
10/28/2011,74.63939987
10/29/2011,74.67271789
10/30/2011,74.70629367
10/31/2011,74.74012722
11/1/2011,74.77421853
11/2/2011,74.80805261
11/3/2011,74.84162945
11/4/2011,74.87494905
11/5/2011,74.90801142
11/6/2011,74.94081655
11/7/2011,74.97336445
11/8/2011,75.00565511
11/9/2011,75.03768853
11/10/2011,75.06946472
11/11/2011,75.10098367
11/12/2011,75.13224538
11/13/2011,75.16324986
11/14/2011,75.1939971
11/15/2011,75.2244871
11/16/2011,75.25471987
11/17/2011,75.28469541
11/18/2011,75.3144137
11/19/2011,75.34387476
11/20/2011,75.37307858
11/21/2011,75.40202517
